19	189676	197026	7350
19	469732	470532	800
19	1258229	1261329	3100
19	1493430	1494830	1400
19	1868132	1868432	300
19	1881723	1891273	9550
19	1944000	1953000	9000
19	1976336	1979236	2900
19	2539822	2544822	5000
19	2662810	2670260	7450
19	2733105	2743355	10250
19	2841053	2845303	4250
19	3010163	3013013	2850
19	3534179	3543779	9600
19	4129946	4131546	1600
19	4297991	4303491	5500
19	4398635	4402435	3800
19	4469715	4472365	2650
19	5014434	5024334	9900
19	5272528	5279178	6650
19	5336658	5339108	2450
19	6059321	6061121	1800
19	6110901	6118701	7800
19	6496661	6497261	600
19	6710556	6713256	2700
19	7420839	7424389	3550
19	7476357	7479307	2950
19	7725335	7729035	3700
19	7750054	7752154	2100
19	8604152	8605602	1450
19	8786041	8793541	7500
19	8832467	8837667	5200
19	9011049	9012099	1050
19	9229138	9232338	3200
19	9688676	9695176	6500
19	9754124	9760224	6100
19	10098620	10105220	6600
19	10106515	10114465	7950
19	11569483	11577783	8300
19	11832832	11838132	5300
19	12413118	12421718	8600
19	12790139	12793739	3600
19	12834735	12837885	3150
19	12881513	12887563	6050
19	13122003	13131403	9400
19	13215863	13220363	4500
19	13327936	13340636	12700
19	13364737	13369337	4600
19	13584060	13592110	8050
19	13660239	13666639	6400
19	13852021	13860871	8850
19	14026339	14026839	500
19	14240620	14247070	6450
19	14256017	14265667	9650
19	14282363	14287813	5450
19	14542202	14549752	7550
19	14858464	14860664	2200
19	15337819	15345969	8150
19	16036235	16043285	7050
19	16326486	16328836	2350
19	16888369	16894069	5700
19	17028175	17032125	3950
19	17288049	17292699	4650
19	17430717	17436267	5550
19	17537897	17543697	5800
19	18611496	18612846	1350
19	18618911	18625761	6850
19	18747639	18749889	2250
19	18795712	18802712	7000
19	18955348	18960298	4950
19	19042372	19049672	7300
19	19250952	19253352	2400
19	19351646	19355296	3650
19	19563969	19564169	200
19	19584983	19593333	8350
19	19710819	19719519	8700
19	19973991	19979991	6000
19	20246667	20249967	3300
19	20737278	20740078	2800
19	20789576	20789626	50
19	21263036	21266386	3350
19	21593179	21593579	400
19	21645920	21651870	5950
19	21656107	21657207	1100
19	21918522	21927072	8550
19	22110008	22115408	5400
19	22152774	22159674	6900
19	22272172	22272272	100
19	22275112	22279112	4000
19	22329243	22329893	650
19	22630714	22640164	9450
19	22862147	22868947	6800
19	22961448	22964448	3000
19	23203802	23208702	4900
19	23838820	23847970	9150
19	23887809	23889959	2150
19	24045741	24046691	950
19	24268258	24277458	9200
19	24284467	24293717	9250
19	24473920	24477320	3400
19	27910192	27915842	5650
19	27970977	27973027	2050
19	28048135	28053285	5150
19	28182847	28187047	4200
19	28219818	28226918	7100
19	29258200	29266400	8200
19	29743876	29753876	10000
19	30057607	30059307	1700
19	30109432	30118932	9500
19	30307311	30312661	5350
19	30334901	30339601	4700
19	30417201	30423101	5900
19	30628831	30631381	2550
19	31585419	31591769	6350
19	31908118	31911968	3850
19	32365470	32375220	9750
19	33267700	33276350	8650
19	33424337	33424487	150
19	33522039	33525489	3450
19	34073637	34075937	2300
19	34520710	34525010	4300
19	35581691	35582991	1300
19	35647657	35652207	4550
19	36388537	36389287	750
19	36513286	36513836	550
19	36816892	36824292	7400
19	37519228	37526378	7150
19	37864709	37866709	2000
19	37958139	37962939	4800
19	38326958	38330858	3900
19	38509819	38510069	250
19	38739615	38740815	1200
19	39182707	39190607	7900
19	39609210	39618260	9050
19	39628076	39634276	6200
19	39794654	39799754	5100
19	39951957	39958207	6250
19	40213571	40222921	9350
19	40375231	40381081	5850
19	41506404	41510454	4050
19	41778680	41782430	3750
19	42473253	42480903	7650
19	42703766	42712266	8500
19	43209781	43219481	9700
19	43379980	43380430	450
19	43912669	43921419	8750
19	43951058	43956808	5750
19	43994092	43997592	3500
19	44105677	44110927	5250
19	44284657	44287407	2750
19	44291512	44296562	5050
19	44907038	44916888	9850
19	45046225	45055525	9300
19	45090524	45098774	8250
19	45400806	45407106	6300
19	45455101	45459201	4100
19	45802546	45809296	6750
19	46131063	46135463	4400
19	46150372	46154822	4450
19	46370552	46377102	6550
19	46631187	46634437	3250
19	46669790	46672390	2600
19	46826211	46833161	6950
19	47907512	47915212	7700
19	48166322	48175422	9100
19	48446157	48453907	7750
19	48478089	48484789	6700
19	48526238	48534238	8000
19	49478996	49479696	700
19	49996877	50004077	7200
19	50232120	50233670	1550
19	50535877	50543977	8100
19	50593515	50595465	1950
19	50660416	50661916	1500
19	51471575	51476325	4750
19	52776503	52785303	8800
19	52880501	52880851	350
19	52892873	52894123	1250
19	53036713	53038613	1900
19	53089130	53090130	1000
19	54250613	54258213	7600
19	54398660	54408460	9800
19	54448122	54457022	8900
19	54490320	54494470	4150
19	54557267	54567217	9950
19	54647525	54648675	1150
19	54660727	54662477	1750
19	55025340	55030940	5600
19	55811110	55818510	7400
19	55971212	55980162	8950
19	56385465	56392715	7250
19	56727487	56729987	2500
19	57208405	57216855	8450
19	57752705	57758855	6150
19	57914848	57915748	900
19	58496062	58496912	850
19	58716316	58717966	1650
